ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,host_country,is_host,type_of_event
129356,"David Lawson ""Dave"" Weill",M,22.0,200.0,120.0,USA,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Discus Throw,Bronze,Japan,False,individual_games
129370,"Wendy Weinberg (-Farber, -Weil)",F,18.0,168.0,57.0,USA,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 800 metres Freestyle,Bronze,Canada,False,individual_games
129372,Richard Weinberger,M,22.0,184.0,72.0,Canada,CAN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 10 kilometres Open Water,Bronze,UK,False,individual_games
129373,Donna L. Weinbrecht,F,26.0,162.0,55.0,USA,USA,1992 Winter,1992,Winter,Albertville,Freestyle Skiing,Freestyle Skiing Women's Moguls,Gold,France,False,individual_games
129377,Hermann Otto Ludwig Weingrtner,M,31.0,,,Germany,GER,1896 Summer,1896,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,Bronze,Greece,False,individual_games
129377,Hermann Otto Ludwig Weingrtner,M,31.0,,,Germany,GER,1896 Summer,1896,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,Greece,False,individual_games
129377,Hermann Otto Ludwig Weingrtner,M,31.0,,,Germany,GER,1896 Summer,1896,Summer,Athina,Gymnastics,Gymnastics Men's Rings,Silver,Greece,False,individual_games
129377,Hermann Otto Ludwig Weingrtner,M,31.0,,,Germany,GER,1896 Summer,1896,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,Greece,False,individual_games
129393,Paul Ludwig Weinstein,M,26.0,,,Germany,GER,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's High Jump,Bronze,USA,False,individual_games
129401,John Jacob Weinzweig,M,35.0,,,Canada,CAN,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Music, Instrumental And Chamber",Silver,UK,False,individual_games
129409,Warren Antonio Weir,M,22.0,178.0,75.0,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,Bronze,UK,False,individual_games
129415,Ernst Wei,M,45.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Literature, Epic Works",Silver,Netherlands,False,individual_games
129442,Jens Weiflog,M,19.0,170.0,54.0,Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,Yugoslavia,False,individual_games
129442,Jens Weiflog,M,19.0,170.0,54.0,Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver,Yugoslavia,False,individual_games
129442,Jens Weiflog,M,29.0,170.0,54.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold,Norway,False,individual_games
129466,Gerda Weissensteiner,F,25.0,166.0,63.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Women's Singles,Gold,Norway,False,individual_games
129469,"Peter Johann ""Johnny"" Weissmuller",M,19.0,,,USA,USA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 100 metres Freestyle,Gold,France,False,individual_games
129469,"Peter Johann ""Johnny"" Weissmuller",M,19.0,,,USA,USA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 400 metres Freestyle,Gold,France,False,individual_games
129469,"Peter Johann ""Johnny"" Weissmuller",M,23.0,,,USA,USA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 100 metres Freestyle,Gold,Netherlands,False,individual_games
129473,Richrd Weisz (Vrtesi),M,28.0,,95.0,Hungary,HUN,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,UK,False,individual_games
129491,Theresa Weld-Blanchard (-Barnes),F,26.0,,,USA,USA,1920 Summer,1920,Summer,Antwerpen,Figure Skating,Figure Skating Women's Singles,Bronze,Belgium,False,individual_games
129494,"Francis William Charles ""Frank"" Weldon",M,42.0,175.0,66.0,UK,GBR,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Bronze,Sweden,False,individual_games
129504,David Weller,M,23.0,188.0,82.0,Jamaica,JAM,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze,Soviet Union,False,individual_games
129508,Ronny Weller,M,19.0,183.0,130.0,Germany,GDR,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Heavyweight II,Bronze,South Korea,False,individual_games
129508,Ronny Weller,M,23.0,183.0,130.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Heavyweight II,Gold,Spain,False,individual_games
129508,Ronny Weller,M,26.0,183.0,130.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,USA,False,individual_games
129508,Ronny Weller,M,31.0,183.0,130.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,Australia,False,individual_games
129521,Paul-Heinz Wellmann,M,24.0,182.0,70.0,Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 1,500 metres",Bronze,Canada,False,individual_games
129523,Allan Wipper Wells,M,28.0,183.0,86.0,UK,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,Gold,Soviet Union,False,individual_games
129523,Allan Wipper Wells,M,28.0,183.0,86.0,UK,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,Silver,Soviet Union,False,individual_games
129526,"Robert ""Bobby"" Wells",M,23.0,193.0,91.0,UK,GBR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Super-Heavyweight,Bronze,USA,False,individual_games
129536,Kellie Wells,F,30.0,163.0,57.0,USA,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,Bronze,UK,False,individual_games
129545,Rhoshii Shepherd Wells,M,19.0,180.0,75.0,USA,USA,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Middleweight,Bronze,USA,True,individual_games
129549,Wayne Alton Wells,M,25.0,173.0,74.0,USA,USA,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold,Germany,False,individual_games
129561,"Matthew James ""Matt"" Welsh",M,23.0,188.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Backstroke,Silver,Australia,True,individual_games
129561,"Matthew James ""Matt"" Welsh",M,23.0,188.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Backstroke,Bronze,Australia,True,individual_games
129581,Christian Johannes Weltzer,M,28.0,,,Denmark,DEN,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",Bronze,Netherlands,False,individual_games
129603,James Isaac Wendell,M,21.0,183.0,79.0,USA,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 110 metres Hurdles,Silver,Sweden,False,individual_games
129606,"Michael Vincent ""Mike"" Wenden",M,18.0,184.0,76.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,Gold,Mexico,False,individual_games
129606,"Michael Vincent ""Mike"" Wenden",M,18.0,184.0,76.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,Gold,Mexico,False,individual_games
129610,Ingrid Wendl (-Turkovi),F,15.0,,,Austria,AUT,1956 Winter,1956,Winter,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,Bronze,Italy,False,individual_games
129619,Heidi Weng,F,22.0,163.0,,Norway,NOR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Bronze,Russia,False,individual_games
129640,"Egbert Rolf ""Erben"" Wennemars",M,30.0,182.0,80.0,Netherlands,NED,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,000 metres",Bronze,Italy,False,individual_games
129659,"Siegfried ""Siggi"" Wentz",M,24.0,193.0,93.0,Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,Bronze,USA,False,individual_games
129663,"Andreas ""Andi"" Wenzel",M,21.0,175.0,70.0,Liechtenstein,LIE,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Silver,USA,False,individual_games
129663,"Andreas ""Andi"" Wenzel",M,25.0,175.0,70.0,Liechtenstein,LIE,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Bronze,Yugoslavia,False,individual_games
129665,"Hannelore ""Hanni"" Wenzel (-Weirather)",F,19.0,165.0,57.0,Liechtenstein,LIE,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze,Austria,False,individual_games
129665,"Hannelore ""Hanni"" Wenzel (-Weirather)",F,23.0,165.0,57.0,Liechtenstein,LIE,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Women's Downhill,Silver,USA,False,individual_games
129665,"Hannelore ""Hanni"" Wenzel (-Weirather)",F,23.0,165.0,57.0,Liechtenstein,LIE,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold,USA,False,individual_games
129665,"Hannelore ""Hanni"" Wenzel (-Weirather)",F,23.0,165.0,57.0,Liechtenstein,LIE,1980 Winter,1980,Winter,Lake Placid,Alpine Skiing,Alpine Skiing Women's Slalom,Gold,USA,False,individual_games
129671,Peter Wenzel,M,24.0,168.0,78.0,Germany,GDR,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Middleweight,Bronze,Canada,False,individual_games
129680,Joseph Werbrouck,M,26.0,,,Belgium,BEL,1908 Summer,1908,Summer,London,Cycling,Cycling Men's 20 kilometres,Bronze,UK,False,individual_games
129681,Ulla Werbrouck,F,24.0,178.0,70.0,Belgium,BEL,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Half-Heavyweight,Gold,USA,False,individual_games
129708,"Marianne Werner (Schulze-Entrup-, -Ader)",F,28.0,174.0,83.0,Germany,GER,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's Shot Put,Silver,Finland,False,individual_games
129708,"Marianne Werner (Schulze-Entrup-, -Ader)",F,32.0,174.0,83.0,Germany,GER,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Shot Put,Bronze,Australia,False,individual_games
129715,Henri Wernli,M,25.0,,,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,France,False,individual_games
129726,Isabelle Regina Werth,F,23.0,169.0,66.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,Spain,False,individual_games
129726,Isabelle Regina Werth,F,26.0,169.0,66.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold,USA,False,individual_games
129726,Isabelle Regina Werth,F,31.0,169.0,66.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,Australia,False,individual_games
129726,Isabelle Regina Werth,F,39.0,169.0,66.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,China,False,individual_games
129726,Isabelle Regina Werth,F,47.0,169.0,66.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,Brazil,False,individual_games
129738,Seth Benjamin Wescott,M,29.0,185.0,91.0,USA,USA,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Boardercross,Gold,Italy,False,individual_games
129738,Seth Benjamin Wescott,M,33.0,185.0,91.0,USA,USA,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Boardercross,Gold,Canada,False,individual_games
129759,Gerd Wessig,M,21.0,200.0,82.0,Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,Gold,Soviet Union,False,individual_games
129776,"Michael ""Mike"" West",M,19.0,191.0,77.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Backstroke,Bronze,USA,False,individual_games
129791,Peter Jonathan Westbrook,M,32.0,175.0,73.0,USA,USA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Individual",Bronze,USA,True,individual_games
129802,"August ""Gus"" Wester, Jr.",M,22.0,,,USA,USA,1904 Summer,1904,Summer,St. Louis,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver,USA,True,individual_games
129818,Carl Oscar Westergren,M,24.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,Belgium,False,individual_games
129818,Carl Oscar Westergren,M,28.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,France,False,individual_games
129818,Carl Oscar Westergren,M,36.0,,,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,USA,False,individual_games
129828,Edvard Vilhelm Westerlund,M,23.0,174.0,77.5,Finland,FIN,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,France,False,individual_games
129828,Edvard Vilhelm Westerlund,M,27.0,174.0,77.5,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,Netherlands,False,individual_games
129831,"Karl Mauritz ""Kalle"" Westerlund",M,26.0,,,Finland,FIN,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,France,False,individual_games
129832,"Gerhardus Bernardus Josephus ""Gerard"" Westermann",M,51.0,,,Netherlands,NED,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",Bronze,USA,False,individual_games
129833,"Lieselotte ""Liesel"" Westermann (-Krieg)",F,23.0,172.0,78.0,Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Discus Throw,Silver,Mexico,False,individual_games
129898,Sanne Wevers,F,24.0,156.0,46.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Gold,Brazil,False,individual_games
129918,"David Lee ""Dave"" Wharton",M,19.0,183.0,79.0,USA,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Individual Medley,Silver,South Korea,False,individual_games
129933,Adam Wheeler,M,27.0,191.0,96.0,USA,USA,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,China,False,individual_games
129942,Lucile Wheeler (-Vaughan),F,21.0,,,Canada,CAN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Women's Downhill,Bronze,Italy,False,individual_games
129967,Pernell Whitaker,M,20.0,165.0,60.0,USA,USA,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,Gold,USA,True,individual_games
129969,"Fatima N. (Fatma-) Whitbread (Vedad-, -Norman)",F,23.0,168.0,68.0,UK,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Javelin Throw,Bronze,USA,False,individual_games
129969,"Fatima N. (Fatma-) Whitbread (Vedad-, -Norman)",F,27.0,168.0,68.0,UK,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Javelin Throw,Silver,South Korea,False,individual_games
129975,"Albert Cosad ""Al"" White",M,28.0,171.0,,USA,USA,1924 Summer,1924,Summer,Paris,Diving,Diving Men's Springboard,Gold,France,False,individual_games
129975,"Albert Cosad ""Al"" White",M,28.0,171.0,,USA,USA,1924 Summer,1924,Summer,Paris,Diving,Diving Men's Platform,Gold,France,False,individual_games
129978,Amy Lee White (-Ballidis),F,15.0,172.0,57.0,USA,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Backstroke,Silver,USA,True,individual_games
129979,"Isabel Mary ""Belle"" White",F,17.0,,,UK,GBR,1912 Summer,1912,Summer,Stockholm,Diving,Diving Women's Plain High,Bronze,Sweden,False,individual_games
129989,Duncan M. White,M,30.0,,,Sri Lanka,SRI,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 400 metres Hurdles,Silver,UK,False,individual_games
130008,Miguel S. White,M,26.0,180.0,68.0,Philippines,PHI,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres Hurdles,Bronze,Germany,False,individual_games
130018,Shaun Roger White,M,19.0,175.0,70.0,USA,USA,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Men's Halfpipe,Gold,Italy,False,individual_games
130018,Shaun Roger White,M,23.0,175.0,70.0,USA,USA,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Halfpipe,Gold,Canada,False,individual_games
130031,Willye Brown White,F,16.0,163.0,56.0,USA,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Long Jump,Silver,Australia,False,individual_games
130057,Beverley Joy Whitfield,F,18.0,163.0,57.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,Germany,False,individual_games
130057,Beverley Joy Whitfield,F,18.0,163.0,57.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Breaststroke,Gold,Germany,False,individual_games
130059,"Malvin Groston ""Mal"" Whitfield",M,23.0,185.0,76.0,USA,USA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 400 metres,Bronze,UK,False,individual_games
130059,"Malvin Groston ""Mal"" Whitfield",M,23.0,185.0,76.0,USA,USA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 800 metres,Gold,UK,False,individual_games
130059,"Malvin Groston ""Mal"" Whitfield",M,27.0,185.0,76.0,USA,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 800 metres,Gold,Finland,False,individual_games
130061,Simon St. Quentin Whitfield,M,25.0,177.0,70.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Triathlon,Triathlon Men's Olympic Distance,Gold,Australia,False,individual_games
130061,Simon St. Quentin Whitfield,M,33.0,177.0,70.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Triathlon,Triathlon Men's Olympic Distance,Silver,China,False,individual_games
130068,Norman Henry Pownall Whitley,M,24.0,,,UK,GBR,1908 Summer,1908,Summer,London,Lacrosse,Lacrosse Men's Lacrosse,Silver,UK,True,individual_games
130069,Hector Harold Whitlock,M,32.0,,,UK,GBR,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 50 kilometres Walk,Gold,Germany,False,individual_games
130071,Max Antony Whitlock,M,19.0,167.0,56.0,UK,GBR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,UK,True,individual_games
130071,Max Antony Whitlock,M,23.0,167.0,56.0,UK,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,Brazil,False,individual_games
130071,Max Antony Whitlock,M,23.0,167.0,56.0,UK,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,Gold,Brazil,False,individual_games
130071,Max Antony Whitlock,M,23.0,167.0,56.0,UK,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,Brazil,False,individual_games
130080,"Lawrence Atwood ""Larry"" Whitney",M,21.0,180.0,86.0,USA,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Shot Put,Bronze,Sweden,False,individual_games
130096,"Pauline ""Polly"" Whittier (-Iselin)",F,23.0,,,USA,USA,1900 Summer,1900,Summer,Paris,Golf,Golf Women's Individual,Silver,France,False,individual_games
130127,Pernilla Christina Wiberg (-Bjerke),F,21.0,161.0,68.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold,France,False,individual_games
130127,Pernilla Christina Wiberg (-Bjerke),F,23.0,161.0,68.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Combined,Gold,Norway,False,individual_games
130127,Pernilla Christina Wiberg (-Bjerke),F,27.0,161.0,68.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Downhill,Silver,Japan,False,individual_games
130137,Sharon Lynn Wichman (-Jones),F,16.0,175.0,60.0,USA,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,Mexico,False,individual_games
130137,Sharon Lynn Wichman (-Jones),F,16.0,175.0,60.0,USA,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Breaststroke,Gold,Mexico,False,individual_games
130139,Tams Wichmann,M,24.0,187.0,86.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver,Germany,False,individual_games
130139,Tams Wichmann,M,28.0,187.0,86.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze,Canada,False,individual_games
130165,Emil Edvin Wide (Hermansson-),M,28.0,170.0,62.0,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 5,000 metres",Bronze,France,False,individual_games
130165,Emil Edvin Wide (Hermansson-),M,28.0,170.0,62.0,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,"Athletics Men's 10,000 metres",Silver,France,False,individual_games
130165,Emil Edvin Wide (Hermansson-),M,32.0,170.0,62.0,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 5,000 metres",Bronze,Netherlands,False,individual_games
130165,Emil Edvin Wide (Hermansson-),M,32.0,170.0,62.0,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 10,000 metres",Bronze,Netherlands,False,individual_games
130167,Lydia (Lyydi-) Wideman (-Lehtonen),F,31.0,163.0,61.5,Finland,FIN,1952 Winter,1952,Winter,Oslo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold,Norway,False,individual_games
130172,Andreas Widhlzl,M,21.0,180.0,64.0,Austria,AUT,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze,Japan,False,individual_games
130186,Erica Elizabeth Wiebe,F,27.0,175.0,75.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Gold,Brazil,False,individual_games
130216,Jrgen Wiefel,M,24.0,173.0,84.0,Germany,GDR,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Silver,Canada,False,individual_games
130216,Jrgen Wiefel,M,28.0,173.0,84.0,Germany,GDR,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Silver,Soviet Union,False,individual_games
130218,Frank Wiegand,M,21.0,180.0,70.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 400 metres Freestyle,Silver,Japan,False,individual_games
130239,Geertje Wielema,F,17.0,,,Netherlands,NED,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 100 metres Backstroke,Silver,Finland,False,individual_games
130247,Frank Wieneke,M,22.0,179.0,78.0,Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Middleweight,Gold,USA,False,individual_games
130247,Frank Wieneke,M,26.0,179.0,78.0,Germany,FRG,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,Silver,South Korea,False,individual_games
130248,Henri Jan Wienese,M,26.0,178.0,81.0,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Single Sculls,Gold,Mexico,False,individual_games
130266,Kazimierz Wierzyski,M,33.0,,,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",Gold,Netherlands,False,individual_games
130278,Roland Wieser,M,24.0,187.0,71.0,Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 20 kilometres Walk,Bronze,Soviet Union,False,individual_games
130286,Karl Hugo Wieslander,M,22.0,182.0,81.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Decathlon,Gold,Sweden,True,individual_games
130291,"Kenneth George ""Ken"" Wiesner",M,27.0,192.0,91.0,USA,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's High Jump,Silver,Finland,False,individual_games
130297,Agnieszka Jadwiga Wieszczek-Kordus,F,25.0,175.0,69.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze,China,False,individual_games
130306,"Lones Wesley Wigger, Jr.",M,27.0,170.0,82.0,USA,USA,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,Japan,False,individual_games
130306,"Lones Wesley Wigger, Jr.",M,27.0,170.0,82.0,USA,USA,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,Japan,False,individual_games
130306,"Lones Wesley Wigger, Jr.",M,35.0,170.0,82.0,USA,USA,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Gold,Germany,False,individual_games
130311,Bradley Marc Wiggins,M,24.0,190.0,82.0,UK,GBR,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,Greece,False,individual_games
130311,Bradley Marc Wiggins,M,28.0,190.0,82.0,UK,GBR,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,China,False,individual_games
130311,Bradley Marc Wiggins,M,32.0,190.0,82.0,UK,GBR,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Individual Time Trial,Gold,UK,True,individual_games
130360,Elis Wiklund,M,26.0,185.0,80.0,Sweden,SWE,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Gold,Germany,False,individual_games
130370,Axel Theodor Wikstrm,M,24.0,178.0,,Sweden,SWE,1932 Winter,1932,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,Silver,USA,False,individual_games
130370,Axel Theodor Wikstrm,M,28.0,178.0,,Sweden,SWE,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver,Germany,False,individual_games
130378,Volmar Valdemar Wikstrm,M,34.0,,,Finland,FIN,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver,France,False,individual_games
